Gap,AM,CBD,porous,x,y,z,res,tliq,tsol,CC/AM,CC/CBD,Active_Surface
71.0,94.0,6.0,49.0,50.0,50.0,87.9,1.0,6.534999999999999,2.0879999999999996,33.48,18.099999999999998,57.110000000000014
71.0,94.0,6.0,50.0,50.0,50.0,86.6,1.0,6.612,2.082,32.769999999999996,18.55,56.89999999999999
71.0,95.0,5.0,45.0,50.0,50.0,93.5,1.0,5.096,2.2079999999999997,32.050000000000004,15.790000000000001,61.89999999999999
71.0,95.0,5.0,46.0,50.0,50.0,92.3,1.0,5.150999999999999,2.186,35.02,15.219999999999999,61.60000000000001
71.0,95.0,5.0,47.0,50.0,50.0,91.1,1.0,5.196,2.185,34.41,15.569999999999999,61.389999999999986
71.0,95.0,5.0,48.0,50.0,50.0,89.9,1.0,5.511,2.1350000000000002,33.16,15.979999999999999,59.7
71.0,95.0,5.0,49.0,50.0,50.0,88.7,1.0,5.634000000000001,2.129,33.33,15.819999999999999,59.419999999999995
71.0,95.0,5.0,50.0,50.0,50.0,87.5,1.0,5.6259999999999994,2.1109999999999998,34.61,15.77,59.2
71.0,96.0,4.0,45.0,50.0,50.0,94.4,1.0,4.449,2.232,34.129999999999995,12.4,64.30999999999999
71.0,96.0,4.0,46.0,50.0,50.0,93.2,1.0,4.452,2.224,38.010000000000005,11.940000000000001,64.07000000000002
71.0,96.0,4.0,47.0,50.0,50.0,92.0,1.0,4.803000000000001,2.178,34.849999999999994,13.12,62.31
71.0,96.0,4.0,48.0,50.0,50.0,90.8,1.0,4.763,2.16,35.74,12.839999999999998,62.080000000000005
71.0,96.0,4.0,49.0,50.0,50.0,89.5,1.0,4.8100000000000005,2.157,36.58,12.71,61.8
71.0,96.0,4.0,50.0,50.0,50.0,88.3,1.0,4.903,2.1510000000000002,35.809999999999995,13.510000000000002,61.60000000000001
81.0,93.0,7.0,45.0,50.0,50.0,92.9,1.0,6.049000000000001,2.21,29.429999999999996,19.7,59.86999999999999
81.0,93.0,7.0,46.0,50.0,50.0,91.8,1.0,6.1049999999999995,2.1990000000000003,30.329999999999995,19.85,59.67
81.0,93.0,7.0,47.0,50.0,50.0,90.6,1.0,6.059,2.1800000000000006,32.32,19.31,59.48
81.0,93.0,7.0,48.0,50.0,50.0,89.5,1.0,6.1259999999999994,2.1919999999999997,31.45,20.01,59.29
81.0,93.0,7.0,49.0,50.0,50.0,88.4,1.0,6.323,2.1710000000000003,32.19,19.07,59.10000000000001
81.0,93.0,7.0,50.0,50.0,50.0,87.2,1.0,6.307999999999999,2.1740000000000004,33.67,18.9,58.90999999999999
81.0,94.0,6.0,45.0,50.0,50.0,93.8,1.0,5.25,2.246,31.880000000000003,17.029999999999998,62.2
81.0,94.0,6.0,46.0,50.0,50.0,92.6,1.0,5.282,2.232,30.540000000000003,17.990000000000002,62.0
81.0,94.0,6.0,47.0,50.0,50.0,91.5,1.0,5.325000000000001,2.24,31.310000000000002,17.6,61.83
81.0,94.0,6.0,48.0,50.0,50.0,90.3,1.0,5.322,2.2270000000000003,33.86,17.21,61.65
81.0,94.0,6.0,49.0,50.0,50.0,89.2,1.0,5.386000000000001,2.226,33.339999999999996,17.03,61.48
81.0,94.0,6.0,50.0,50.0,50.0,88.1,1.0,5.432,2.2119999999999997,30.21,17.79,61.3
81.0,95.0,5.0,45.0,50.0,50.0,94.6,1.0,4.581,2.2800000000000002,33.16,14.920000000000002,64.67
81.0,95.0,5.0,46.0,50.0,50.0,93.5,1.0,4.662999999999999,2.2689999999999997,34.44,14.429999999999998,64.47999999999999
81.0,95.0,5.0,47.0,50.0,50.0,92.3,1.0,4.689000000000001,2.272,34.87,14.459999999999999,64.28999999999999
81.0,95.0,5.0,48.0,50.0,50.0,91.2,1.0,4.699,2.258,33.66,14.889999999999997,64.10000000000001
81.0,95.0,5.0,49.0,50.0,50.0,90.0,1.0,4.743,2.2649999999999997,33.8,15.05,63.89999999999999
81.0,95.0,5.0,50.0,50.0,50.0,88.9,1.0,5.003,2.205,31.520000000000003,15.8,62.3
81.0,96.0,4.0,45.0,50.0,50.0,95.5,1.0,4.0920000000000005,2.324,32.910000000000004,13.05,67.15
81.0,96.0,4.0,46.0,50.0,50.0,94.3,1.0,4.1049999999999995,2.3120000000000003,35.51,11.87,66.99
81.0,96.0,4.0,47.0,50.0,50.0,93.2,1.0,4.109999999999999,2.3,33.37,12.040000000000003,66.79999999999998
81.0,96.0,4.0,48.0,50.0,50.0,92.0,1.0,4.143,2.3089999999999997,34.260000000000005,12.54,66.60000000000001
81.0,96.0,4.0,49.0,50.0,50.0,90.9,1.0,4.357,2.255,36.38,12.02,64.91999999999999
81.0,96.0,4.0,50.0,50.0,50.0,89.8,1.0,4.389000000000001,2.249,33.64999999999999,13.479999999999999,64.72999999999999
91.0,93.0,7.0,45.0,50.0,50.0,94.1,1.0,5.186,2.3329999999999997,31.77,18.32,64.0
91.0,93.0,7.0,46.0,50.0,50.0,93.0,1.0,5.115,2.324,32.300000000000004,18.16,63.89999999999999
91.0,93.0,7.0,47.0,50.0,50.0,92.0,1.0,5.377000000000001,2.2789999999999995,30.74,18.73,62.5
91.0,93.0,7.0,48.0,50.0,50.0,90.9,1.0,5.379999999999999,2.292,30.610000000000003,18.64,62.39999999999999
91.0,93.0,7.0,49.0,50.0,50.0,89.8,1.0,5.444999999999999,2.274,31.05,19.13,62.3
91.0,93.0,7.0,50.0,50.0,50.0,88.8,1.0,5.478,2.263,28.619999999999997,19.65,62.2
91.0,94.0,6.0,45.0,50.0,50.0,95.0,1.0,4.708,2.3419999999999996,29.919999999999998,17.11,65.17
91.0,94.0,6.0,46.0,50.0,50.0,93.9,1.0,4.722,2.337,32.53,16.440000000000005,65.07000000000001
91.0,94.0,6.0,47.0,50.0,50.0,92.8,1.0,4.7909999999999995,2.322,30.03,17.169999999999995,64.93999999999998
91.0,94.0,6.0,48.0,50.0,50.0,91.7,1.0,4.769,2.3169999999999997,31.46,16.71,64.79999999999998
91.0,94.0,6.0,49.0,50.0,50.0,90.7,1.0,4.765000000000001,2.324,32.67,16.569999999999997,64.72
91.0,94.0,6.0,50.0,50.0,50.0,89.6,1.0,4.776,2.321,31.279999999999994,17.000000000000004,64.61000000000001
91.0,95.0,5.0,45.0,50.0,50.0,95.8,1.0,4.178,2.369,31.599999999999994,14.52,67.70000000000002
91.0,95.0,5.0,46.0,50.0,50.0,94.7,1.0,4.21,2.3750000000000004,30.640000000000004,14.709999999999999,67.59
91.0,95.0,5.0,47.0,50.0,50.0,93.7,1.0,4.1930000000000005,2.363,30.93,14.720000000000002,67.46
91.0,95.0,5.0,48.0,50.0,50.0,92.6,1.0,4.271000000000001,2.376,32.410000000000004,14.74,67.38999999999999
91.0,95.0,5.0,49.0,50.0,50.0,91.5,1.0,4.237,2.357,30.870000000000005,14.85,67.27000000000001
91.0,95.0,5.0,50.0,50.0,50.0,90.5,1.0,4.28,2.367,32.480000000000004,14.34,67.17000000000002
91.0,96.0,4.0,45.0,50.0,50.0,96.6,1.0,3.753,2.4189999999999996,33.83,12.169999999999998,70.29999999999998
91.0,96.0,4.0,46.0,50.0,50.0,95.6,1.0,3.739,2.4210000000000003,35.32,11.549999999999999,70.20000000000002
91.0,96.0,4.0,47.0,50.0,50.0,94.5,1.0,3.7939999999999996,2.419,34.74999999999999,12.010000000000002,70.07000000000001
91.0,96.0,4.0,48.0,50.0,50.0,93.4,1.0,3.771000000000001,2.4140000000000006,34.99,11.34,69.97999999999999
91.0,96.0,4.0,49.0,50.0,50.0,92.4,1.0,3.7670000000000003,2.4099999999999997,34.61,11.919999999999998,69.87999999999998
91.0,96.0,4.0,50.0,50.0,50.0,91.3,1.0,3.781999999999999,2.401,33.42999999999999,11.919999999999998,69.76
1.0,93.0,7.0,42.0,50.0,50.0,92.8,1.0,8.951,1.987,33.269999999999996,21.340000000000003,52.39999999999999
1.0,94.0,6.0,42.0,50.0,50.0,93.7,1.0,7.522000000000001,2.021,33.39999999999999,19.58,54.57000000000001
1.0,95.0,5.0,42.0,50.0,50.0,94.5,1.0,6.377000000000001,2.045,34.959999999999994,15.710000000000003,56.78000000000001
1.0,96.0,4.0,42.0,50.0,50.0,95.3,1.0,5.431,2.082,36.690000000000005,13.52,59.09000000000001
11.0,93.0,7.0,42.0,50.0,50.0,92.8,1.0,9.103,1.9849999999999999,32.370000000000005,21.31,52.39999999999999
11.0,94.0,6.0,42.0,50.0,50.0,93.7,1.0,7.384,2.018,35.61,18.18,54.60000000000001
11.0,95.0,5.0,42.0,50.0,50.0,94.5,1.0,6.31,2.053,35.18,15.939999999999998,56.8
11.0,96.0,4.0,42.0,50.0,50.0,95.4,1.0,5.430000000000001,2.0780000000000003,35.21,13.51,59.10000000000001
21.0,93.0,7.0,42.0,50.0,50.0,93.0,1.0,8.862,1.9919999999999998,31.060000000000002,21.65,52.60000000000001
21.0,94.0,6.0,42.0,50.0,50.0,93.8,1.0,7.308,2.026,34.62,18.35,54.77
21.0,95.0,5.0,42.0,50.0,50.0,94.7,1.0,6.265000000000001,2.0620000000000003,36.68,15.809999999999999,57.0
21.0,96.0,4.0,42.0,50.0,50.0,95.5,1.0,5.346000000000001,2.09,37.9,12.88,59.29
31.0,93.0,7.0,42.0,50.0,50.0,93.3,1.0,8.061,2.025,33.970000000000006,20.060000000000002,54.10000000000001
31.0,94.0,6.0,42.0,50.0,50.0,94.1,1.0,6.769,2.068,35.07,17.82,56.3
31.0,95.0,5.0,42.0,50.0,50.0,95.0,1.0,6.208000000000001,2.072,34.58,15.91,57.29
31.0,96.0,4.0,42.0,50.0,50.0,95.8,1.0,5.298,2.103,36.89,13.14,59.60000000000001
41.0,93.0,7.0,42.0,50.0,50.0,93.6,1.0,7.889000000000001,2.048,32.87,20.910000000000004,54.59000000000001
41.0,94.0,6.0,42.0,50.0,50.0,94.5,1.0,6.583,2.0759999999999996,33.55,18.279999999999998,56.8
41.0,95.0,5.0,42.0,50.0,50.0,95.3,1.0,5.665000000000001,2.112,33.790000000000006,15.809999999999999,59.080000000000005
41.0,96.0,4.0,42.0,50.0,50.0,96.2,1.0,4.9399999999999995,2.15,35.44,12.809999999999999,61.39999999999999
51.0,93.0,7.0,42.0,50.0,50.0,94.1,1.0,7.141,2.101,32.870000000000005,20.130000000000003,56.39999999999999
51.0,94.0,6.0,42.0,50.0,50.0,95.0,1.0,6.483,2.095999999999999,32.14,18.68,57.39999999999999
51.0,95.0,5.0,42.0,50.0,50.0,95.8,1.0,5.532000000000001,2.142,34.129999999999995,15.289999999999997,59.7
51.0,96.0,4.0,42.0,50.0,50.0,96.7,1.0,4.807,2.165,36.339999999999996,12.499999999999998,62.03000000000001
61.0,93.0,7.0,42.0,50.0,50.0,94.8,1.0,6.7,2.124,31.990000000000002,20.12,57.11
61.0,94.0,6.0,42.0,50.0,50.0,95.6,1.0,5.962,2.168,32.760000000000005,17.82,59.419999999999995
61.0,95.0,5.0,42.0,50.0,50.0,96.4,1.0,5.122,2.191,34.53,15.1,61.79
61.0,96.0,4.0,42.0,50.0,50.0,97.3,1.0,4.439,2.229,35.84,12.569999999999999,64.22
71.0,93.0,7.0,42.0,50.0,50.0,95.5,1.0,6.2509999999999994,2.1900000000000004,29.940000000000005,20.18,59.3
71.0,94.0,6.0,42.0,50.0,50.0,96.3,1.0,5.354,2.232,33.32,16.740000000000002,61.69000000000001
71.0,95.0,5.0,42.0,50.0,50.0,97.2,1.0,4.700999999999999,2.2660000000000005,33.239999999999995,15.02,64.10000000000001
71.0,96.0,4.0,42.0,50.0,50.0,98.0,1.0,4.076,2.289,36.67,11.899999999999997,66.60000000000001
81.0,93.0,7.0,42.0,50.0,50.0,96.3,1.0,5.57,2.26,28.580000000000002,19.359999999999996,61.7
81.0,94.0,6.0,42.0,50.0,50.0,97.2,1.0,4.891,2.3129999999999997,31.2,16.73,64.10000000000001
81.0,95.0,5.0,42.0,50.0,50.0,98.0,1.0,4.299999999999999,2.344,34.07,14.260000000000002,66.60000000000001
81.0,96.0,4.0,42.0,50.0,50.0,98.9,1.0,4.023000000000001,2.342,34.0,12.15,67.79999999999998
91.0,93.0,7.0,42.0,50.0,50.0,97.3,1.0,5.082000000000001,2.3499999999999996,30.9,18.21,64.29999999999998
91.0,94.0,6.0,42.0,50.0,50.0,98.2,1.0,4.516,2.403,31.8,16.339999999999996,66.79999999999998
91.0,95.0,5.0,42.0,50.0,50.0,99.0,1.0,4.161,2.397,33.94,14.2,68.02000000000001
91.0,96.0,4.0,42.0,50.0,50.0,99.8,1.0,3.7369999999999997,2.438,34.33,12.030000000000001,70.61
1.0,93.0,7.0,43.0,50.0,50.0,91.1,1.0,9.616999999999999,1.964,32.63999999999999,22.020000000000003,51.60000000000001
1.0,94.0,6.0,43.0,50.0,50.0,91.9,1.0,8.717999999999998,1.9660000000000004,35.56,18.96,52.489999999999995
1.0,95.0,5.0,43.0,50.0,50.0,92.8,1.0,7.132000000000001,2.0,34.67,16.81,54.60000000000001
1.0,96.0,4.0,43.0,50.0,50.0,93.6,1.0,6.002999999999999,2.021,35.779999999999994,13.7,56.89999999999999
11.0,93.0,7.0,43.0,50.0,50.0,91.2,1.0,9.504999999999999,1.968,33.63,21.499999999999996,51.7
11.0,94.0,6.0,43.0,50.0,50.0,92.0,1.0,7.859,1.9989999999999999,35.370000000000005,18.110000000000003,53.85999999999999
11.0,95.0,5.0,43.0,50.0,50.0,92.9,1.0,7.047,1.9929999999999999,35.97000000000001,16.639999999999997,54.73
11.0,96.0,4.0,43.0,50.0,50.0,93.7,1.0,5.896,2.0269999999999997,38.94,13.279999999999998,57.0
21.0,93.0,7.0,43.0,50.0,50.0,91.4,1.0,9.462,1.9759999999999998,33.6,21.31,51.919999999999995
21.0,94.0,6.0,43.0,50.0,50.0,92.3,1.0,7.696000000000001,2.002,35.21,18.669999999999998,54.10000000000001
21.0,95.0,5.0,43.0,50.0,50.0,93.1,1.0,6.567,2.0380000000000003,35.529999999999994,16.349999999999998,56.3
21.0,96.0,4.0,43.0,50.0,50.0,94.0,1.0,5.805000000000001,2.033,38.11000000000001,13.429999999999998,57.2
31.0,93.0,7.0,43.0,50.0,50.0,91.8,1.0,9.058,1.9819999999999998,31.670000000000005,21.58,52.3
31.0,94.0,6.0,43.0,50.0,50.0,92.6,1.0,7.460000000000001,2.0119999999999996,35.10000000000001,18.630000000000003,54.5
31.0,95.0,5.0,43.0,50.0,50.0,93.5,1.0,6.321,2.05,35.74999999999999,15.45,56.7
31.0,96.0,4.0,43.0,50.0,50.0,94.3,1.0,5.3629999999999995,2.082,35.87,13.430000000000001,59.0
41.0,93.0,7.0,43.0,50.0,50.0,92.2,1.0,8.094,2.023,32.92,20.34,54.05
41.0,94.0,6.0,43.0,50.0,50.0,93.1,1.0,6.855000000000001,2.067,36.53,17.330000000000002,56.3
41.0,95.0,5.0,43.0,50.0,50.0,93.9,1.0,6.218,2.072,35.32,16.009999999999998,57.2
41.0,96.0,4.0,43.0,50.0,50.0,94.7,1.0,5.2379999999999995,2.088,36.81,13.05,59.5
51.0,93.0,7.0,43.0,50.0,50.0,92.8,1.0,7.897,2.0490000000000004,29.220000000000006,21.48,54.7
51.0,94.0,6.0,43.0,50.0,50.0,93.6,1.0,6.517,2.086,33.43,18.16,56.90999999999999
51.0,95.0,5.0,43.0,50.0,50.0,94.5,1.0,5.634,2.117,33.800000000000004,15.809999999999999,59.2
51.0,96.0,4.0,43.0,50.0,50.0,95.3,1.0,4.851000000000001,2.151,35.559999999999995,13.059999999999999,61.60000000000001
61.0,93.0,7.0,43.0,50.0,50.0,93.5,1.0,6.944,2.1079999999999997,33.08,20.23,56.8
61.0,94.0,6.0,43.0,50.0,50.0,94.3,1.0,6.0120000000000005,2.152,31.9,18.49,59.09000000000001
61.0,95.0,5.0,43.0,50.0,50.0,95.2,1.0,5.1339999999999995,2.187,36.01,15.160000000000002,61.39999999999999
61.0,96.0,4.0,43.0,50.0,50.0,96.0,1.0,4.51,2.217,37.55,12.260000000000002,63.879999999999995
71.0,93.0,7.0,43.0,50.0,50.0,94.3,1.0,6.261,2.1770000000000005,31.85,19.449999999999996,59.0
71.0,94.0,6.0,43.0,50.0,50.0,95.1,1.0,5.404000000000001,2.217,33.64,17.150000000000002,61.39999999999999
71.0,95.0,5.0,43.0,50.0,50.0,96.0,1.0,4.993,2.2199999999999998,32.58,15.250000000000004,62.48
71.0,96.0,4.0,43.0,50.0,50.0,96.8,1.0,4.297,2.242,37.05,12.11,64.89999999999999
81.0,93.0,7.0,43.0,50.0,50.0,95.2,1.0,5.623,2.2440000000000007,32.17,19.130000000000003,61.5
81.0,94.0,6.0,43.0,50.0,50.0,96.0,1.0,4.885,2.299,30.889999999999997,17.6,63.89999999999999
81.0,95.0,5.0,43.0,50.0,50.0,96.9,1.0,4.537999999999999,2.2950000000000004,31.78,15.41,65.08000000000001
81.0,96.0,4.0,43.0,50.0,50.0,97.7,1.0,4.007,2.3280000000000003,32.83,12.729999999999999,67.59
91.0,93.0,7.0,43.0,50.0,50.0,96.2,1.0,5.116,2.334,29.880000000000003,18.8,64.20000000000002
91.0,94.0,6.0,43.0,50.0,50.0,97.1,1.0,4.468999999999999,2.3869999999999996,31.65,16.119999999999997,66.70000000000002
91.0,95.0,5.0,43.0,50.0,50.0,97.9,1.0,4.176,2.3979999999999997,32.05,14.25,67.89999999999999
91.0,96.0,4.0,43.0,50.0,50.0,98.8,1.0,3.7089999999999996,2.431,33.39,11.94,70.5
1.0,93.0,7.0,44.0,50.0,50.0,89.4,1.0,11.729999999999999,1.908,33.150000000000006,21.790000000000003,49.60000000000001
1.0,94.0,6.0,44.0,50.0,50.0,90.2,1.0,9.023,1.94,35.3,19.490000000000002,51.7
1.0,95.0,5.0,44.0,50.0,50.0,91.1,1.0,7.449000000000001,1.98,36.6,16.66,53.89999999999999
1.0,96.0,4.0,44.0,50.0,50.0,91.9,1.0,6.666999999999999,1.9710000000000005,39.86,13.51,54.7
11.0,93.0,7.0,44.0,50.0,50.0,89.6,1.0,10.809999999999999,1.9149999999999998,34.16,21.38,49.800000000000004
11.0,94.0,6.0,44.0,50.0,50.0,90.4,1.0,9.007000000000001,1.94,34.160000000000004,19.199999999999996,51.89999999999999
11.0,95.0,5.0,44.0,50.0,50.0,91.2,1.0,7.4959999999999996,1.9739999999999998,35.41,17.08,54.09000000000001
11.0,96.0,4.0,44.0,50.0,50.0,92.1,1.0,6.13,2.004,39.83,13.2,56.3
21.0,93.0,7.0,44.0,50.0,50.0,89.9,1.0,10.78,1.9240000000000002,34.36,21.65,50.10000000000001
21.0,94.0,6.0,44.0,50.0,50.0,90.7,1.0,8.834,1.956,36.46000000000001,18.34,52.2
21.0,95.0,5.0,44.0,50.0,50.0,91.5,1.0,7.302,1.9900000000000002,36.36,16.33,54.39999999999999
21.0,96.0,4.0,44.0,50.0,50.0,92.4,1.0,6.0489999999999995,2.018,37.910000000000004,13.719999999999999,56.60000000000001
31.0,93.0,7.0,44.0,50.0,50.0,90.3,1.0,9.582,1.9689999999999999,32.75000000000001,21.85,51.78000000000001
31.0,94.0,6.0,44.0,50.0,50.0,91.1,1.0,7.975,2.0,34.660000000000004,18.82,53.89999999999999
31.0,95.0,5.0,44.0,50.0,50.0,92.0,1.0,7.047,2.001,34.029999999999994,16.85,54.8
31.0,96.0,4.0,44.0,50.0,50.0,92.8,1.0,5.886999999999999,2.0300000000000002,38.760000000000005,13.319999999999999,57.010000000000005
41.0,93.0,7.0,44.0,50.0,50.0,90.8,1.0,9.068,1.9899999999999998,33.13,21.16,52.3
41.0,94.0,6.0,44.0,50.0,50.0,91.6,1.0,7.4719999999999995,2.0129999999999995,36.36,18.270000000000003,54.5
41.0,95.0,5.0,44.0,50.0,50.0,92.5,1.0,6.312,2.0580000000000007,34.53,16.25,56.7
41.0,96.0,4.0,44.0,50.0,50.0,93.3,1.0,5.399,2.075,36.89,13.26,59.0
51.0,93.0,7.0,44.0,50.0,50.0,91.4,1.0,8.074,2.032,34.17,20.530000000000005,54.3
51.0,94.0,6.0,44.0,50.0,50.0,92.3,1.0,6.699,2.073,32.65,19.03,56.5
51.0,95.0,5.0,44.0,50.0,50.0,93.1,1.0,5.722,2.115,36.79,15.74,58.8
51.0,96.0,4.0,44.0,50.0,50.0,94.0,1.0,5.258999999999999,2.1,35.31,13.440000000000001,59.769999999999996
61.0,93.0,7.0,44.0,50.0,50.0,92.2,1.0,7.212000000000001,2.093,32.410000000000004,20.15,56.40999999999999
61.0,94.0,6.0,44.0,50.0,50.0,93.0,1.0,6.017999999999999,2.1369999999999996,33.83,17.7,58.7
61.0,95.0,5.0,44.0,50.0,50.0,93.9,1.0,5.569000000000001,2.135,33.36,15.709999999999999,59.7
61.0,96.0,4.0,44.0,50.0,50.0,94.7,1.0,4.853,2.1620000000000004,35.56,12.85,62.080000000000005
71.0,93.0,7.0,44.0,50.0,50.0,93.1,1.0,6.313000000000001,2.1630000000000003,31.080000000000002,19.919999999999998,58.779999999999994
71.0,94.0,6.0,44.0,50.0,50.0,93.9,1.0,5.7620000000000005,2.1630000000000003,31.279999999999994,18.59,59.8
71.0,95.0,5.0,44.0,50.0,50.0,94.8,1.0,5.033,2.21,34.779999999999994,14.940000000000001,62.2
71.0,96.0,4.0,44.0,50.0,50.0,95.6,1.0,4.397,2.243,34.260000000000005,13.040000000000001,64.61
81.0,93.0,7.0,44.0,50.0,50.0,94.1,1.0,5.736,2.249,30.389999999999997,19.220000000000002,61.290000000000006
81.0,94.0,6.0,44.0,50.0,50.0,94.9,1.0,5.2219999999999995,2.2470000000000003,31.920000000000005,17.15,62.39999999999999
81.0,95.0,5.0,44.0,50.0,50.0,95.8,1.0,4.578999999999999,2.285,30.72,15.139999999999997,64.85
81.0,96.0,4.0,44.0,50.0,50.0,96.6,1.0,4.05,2.3259999999999996,35.07,11.940000000000001,67.39
91.0,93.0,7.0,44.0,50.0,50.0,95.2,1.0,5.145000000000001,2.343,29.259999999999998,19.5,64.10000000000001
91.0,94.0,6.0,44.0,50.0,50.0,96.0,1.0,4.495,2.3739999999999997,31.110000000000003,15.919999999999998,66.60000000000001
91.0,95.0,5.0,44.0,50.0,50.0,96.9,1.0,4.186999999999999,2.399,34.29,14.079999999999998,67.79999999999998
91.0,96.0,4.0,44.0,50.0,50.0,97.7,1.0,3.7070000000000007,2.435,32.53,12.210000000000003,70.39999999999999
1.0,93.0,7.0,41.0,50.0,50.0,94.5,1.0,7.874,2.037,33.38,20.63,54.39999999999999
1.0,94.0,6.0,41.0,50.0,50.0,95.4,1.0,6.689,2.0760000000000005,32.5,18.580000000000002,56.64000000000001
1.0,95.0,5.0,41.0,50.0,50.0,96.2,1.0,5.682,2.1069999999999998,35.5,15.63,58.92999999999999
1.0,96.0,4.0,41.0,50.0,50.0,97.1,1.0,4.983999999999999,2.1460000000000004,36.03,12.440000000000001,61.3
11.0,93.0,7.0,41.0,50.0,50.0,94.5,1.0,7.9430000000000005,2.041,33.12,20.77,54.39999999999999
11.0,94.0,6.0,41.0,50.0,50.0,95.3,1.0,6.766999999999999,2.0740000000000003,33.08,18.81,56.60000000000001
11.0,95.0,5.0,41.0,50.0,50.0,96.2,1.0,5.745,2.1119999999999997,35.019999999999996,15.6,58.89999999999999
11.0,96.0,4.0,41.0,50.0,50.0,97.0,1.0,4.949,2.1409999999999996,36.88,13.039999999999997,61.25
21.0,93.0,7.0,41.0,50.0,50.0,94.6,1.0,7.9510000000000005,2.0420000000000003,32.92,20.6,54.5
21.0,94.0,6.0,41.0,50.0,50.0,95.4,1.0,6.7219999999999995,2.0789999999999997,33.290000000000006,18.619999999999997,56.7
21.0,95.0,5.0,41.0,50.0,50.0,96.3,1.0,5.619,2.1069999999999998,34.8,15.55,59.0
21.0,96.0,4.0,41.0,50.0,50.0,97.1,1.0,4.912999999999999,2.145,38.730000000000004,12.27,61.31999999999999
31.0,93.0,7.0,41.0,50.0,50.0,94.8,1.0,7.904000000000001,2.051,33.089999999999996,20.380000000000003,54.7
31.0,94.0,6.0,41.0,50.0,50.0,95.6,1.0,6.676,2.087,31.23,19.4,56.89999999999999
31.0,95.0,5.0,41.0,50.0,50.0,96.5,1.0,5.644,2.123,34.67,15.64,59.2
31.0,96.0,4.0,41.0,50.0,50.0,97.3,1.0,4.852,2.154,38.519999999999996,12.56,61.60000000000001
41.0,93.0,7.0,41.0,50.0,50.0,95.1,1.0,7.2010000000000005,2.0989999999999998,32.75,20.370000000000005,56.3
41.0,94.0,6.0,41.0,50.0,50.0,95.9,1.0,6.481999999999999,2.096,32.81,18.779999999999998,57.3
41.0,95.0,5.0,41.0,50.0,50.0,96.8,1.0,5.574,2.1329999999999996,35.760000000000005,15.209999999999999,59.60000000000001
41.0,96.0,4.0,41.0,50.0,50.0,97.6,1.0,4.7890000000000015,2.162,34.769999999999996,13.329999999999998,61.989999999999995
51.0,93.0,7.0,41.0,50.0,50.0,95.5,1.0,6.931,2.109000000000001,32.449999999999996,20.270000000000003,56.81
51.0,94.0,6.0,41.0,50.0,50.0,96.3,1.0,6.002,2.153,32.62,17.229999999999997,59.10000000000001
51.0,95.0,5.0,41.0,50.0,50.0,97.2,1.0,5.192,2.1849999999999996,31.72,15.6,61.48
51.0,96.0,4.0,41.0,50.0,50.0,98.0,1.0,4.5120000000000005,2.226,37.75000000000001,12.290000000000001,63.89999999999999
61.0,93.0,7.0,41.0,50.0,50.0,96.0,1.0,6.333,2.166,32.980000000000004,19.270000000000003,58.71
61.0,94.0,6.0,41.0,50.0,50.0,96.9,1.0,5.804,2.176,33.3,17.110000000000003,59.8
61.0,95.0,5.0,41.0,50.0,50.0,97.7,1.0,5.01,2.216,35.239999999999995,14.790000000000001,62.19000000000001
61.0,96.0,4.0,41.0,50.0,50.0,98.6,1.0,4.425000000000001,2.2489999999999997,34.14,12.72,64.60000000000001
71.0,93.0,7.0,41.0,50.0,50.0,96.7,1.0,6.137,2.194,31.3,19.380000000000003,59.60000000000001
71.0,94.0,6.0,41.0,50.0,50.0,97.6,1.0,5.302,2.2350000000000003,32.98,17.54,61.989999999999995
71.0,95.0,5.0,41.0,50.0,50.0,98.4,1.0,4.593999999999999,2.274,33.230000000000004,15.169999999999998,64.39999999999999
71.0,96.0,4.0,41.0,50.0,50.0,99.2,1.0,4.117,2.312,35.029999999999994,12.34,66.89999999999999
81.0,93.0,7.0,41.0,50.0,50.0,97.5,1.0,5.571,2.266,30.139999999999997,19.18,61.89999999999999
81.0,94.0,6.0,41.0,50.0,50.0,98.3,1.0,4.832000000000001,2.311,30.01,17.45,64.29999999999998
81.0,95.0,5.0,41.0,50.0,50.0,99.2,1.0,4.263,2.3449999999999998,33.84,14.129999999999999,66.79999999999998
81.0,96.0,4.0,41.0,50.0,50.0,100.0,1.0,3.8190000000000004,2.414,36.209999999999994,11.53,69.39999999999999
91.0,93.0,7.0,41.0,50.0,50.0,98.4,1.0,5.089,2.351,30.569999999999993,18.82,64.39999999999999
91.0,94.0,6.0,41.0,50.0,50.0,99.2,1.0,4.459,2.386,32.06999999999999,15.91,66.89999999999999
91.0,95.0,5.0,41.0,50.0,50.0,100.0,1.0,3.973,2.448,31.570000000000004,13.830000000000002,69.47999999999999
91.0,96.0,4.0,41.0,50.0,50.0,101.0,1.0,3.71,2.45,34.86,11.237999999999998,70.73
